species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,basisOfRecord,datasetName,institutionCode
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,12,22.469459,114.031105,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,3,8,22.587785,113.907245,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,3,7,22.495609,114.027128,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,3,4,22.505608,114.111297,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2026,3,7,22.51523,113.946647,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,3,6,22.509775,114.113057,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,3,6,22.488006,114.038513,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2026,3,8,22.517571,113.954386,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,4,22.505403,114.111389,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glareola maldivarum,Glareola,Glareolidae,Charadriiformes,2026,3,7,22.508333,114.113198,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,3,15,22.595465,113.886207,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Xenus cinereus,Xenus,Scolopacidae,Charadriiformes,2026,3,7,22.45986,113.82448,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2026,3,8,22.510438,114.11329,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,3,1,22.459598,113.993793,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,3,1,22.503576,114.065855,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,3,8,22.491992,114.044428,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glareola maldivarum,Glareola,Glareolidae,Charadriiformes,2026,3,8,22.507983,114.111884,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2026,3,7,22.508432,114.113311,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,7,22.459396,114.045778,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,23,22.489572,114.043447,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2026,3,20,22.471003,114.008774,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,28,22.469715,114.00866,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius madagascariensis,Numenius,Scolopacidae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,3,22,22.460445,114.044789,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,3,22,22.565812,114.120392,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,3,22,22.511327,113.906115,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,3,18,22.59042,113.987175,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,3,27,22.681622,114.200553,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa erythropus,Tringa,Scolopacidae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,3,22,22.504465,114.131498,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Charadrius leschenaultii,Charadrius,Charadriidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Circus spilonotus,Circus,Accipitridae,Accipitriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Psilopogon virens,Psilopogon,Megalaimidae,Piciformes,2026,3,19,22.561219,114.228374,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,22,22.49043,114.042145,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea purpurea,Ardea,Ardeidae,Pelecaniformes,2026,3,16,22.48228,114.038612,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa stagnatilis,Tringa,Scolopacidae,Charadriiformes,2026,3,23,22.492672,114.044585,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,13,22.491422,114.044256,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,22,22.489432,114.034566,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,3,15,22.4634,114.031164,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,21,22.586097,114.170938,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,3,22,22.494479,114.046652,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,24,22.694222,114.39857,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2026,3,23,22.468155,114.005106,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,3,23,22.488126,114.007256,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,3,27,22.560478,114.083024,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,3,23,22.493428,114.110811,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,3,19,22.52135,113.994551,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas platyrhynchos,Anas,Anatidae,Anseriformes,2026,3,30,22.520308,113.996333,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,12,22.472453,114.007081,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,29,22.54163,114.102332,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2026,3,29,22.748183,113.929987,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Sturnia sinensis,Sturnia,Sturnidae,Passeriformes,2026,3,27,22.509287,114.114178,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,26,22.495606,113.926206,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,12,22.469533,114.008956,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallicrex cinerea,Gallicrex,Rallidae,Gruiformes,2026,3,24,22.586346,114.014357,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,21,22.505437,114.110665,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,20,22.50691,114.110644,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,13,22.496905,114.037672,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,3,13,22.487688,114.040672,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cacomantis merulinus,Cacomantis,Cuculidae,Cuculiformes,2026,3,25,22.694222,114.39857,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,22,22.484727,114.035131,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius madagascariensis,Numenius,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,3,21,22.586292,114.172095,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,21,22.505878,114.110672,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius madagascariensis,Numenius,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,3,20,22.508451,114.111426,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2026,3,22,22.494479,114.046652,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris tenuirostris,Calidris,Scolopacidae,Charadriiformes,2026,3,21,22.547175,114.004216,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2026,3,21,22.589516,114.196362,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,21,22.505987,114.110315,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Cyanopica cyanus,Cyanopica,Corvidae,Passeriformes,2026,3,21,22.473078,114.02341,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,3,22,22.509219,114.111991,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,3,16,22.512783,114.040214,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,3,14,22.78329,113.954942,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,3,25,22.561083,114.185958,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,21,22.505438,114.110227,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,15,22.498766,114.045828,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,21,22.505567,114.1107,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,3,13,22.488695,114.034111,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,22,22.508421,114.113203,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,22,22.488294,114.037298,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,3,23,22.495308,114.048764,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2026,3,20,22.509597,114.112767,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,3,20,22.509597,114.112767,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,3,20,22.509597,114.112767,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,3,19,22.679213,114.201645,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,3,28,22.477081,113.903998,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Calidris ruficollis,Calidris,Scolopacidae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,16,22.481378,114.035446,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,3,11,22.469168,114.030209,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,3,13,22.576338,114.045269,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,3,20,22.4527,113.997739,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,21,22.587292,114.174403,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,21,22.505215,114.110388,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2026,3,22,22.493696,114.044334,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,3,21,22.505615,114.110475,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pica serica,Pica,Corvidae,Passeriformes,2026,3,11,22.486722,113.918453,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,3,21,22.579153,114.17225,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pica serica,Pica,Corvidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ficedula narcissina,Ficedula,Muscicapidae,Passeriformes,2026,3,27,22.570553,114.077392,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Sitta frontalis,Sitta,Sittidae,Passeriformes,2026,3,17,22.578151,114.200265,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,3,13,22.486313,114.036714,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Nycticorax nycticorax,Nycticorax,Ardeidae,Pelecaniformes,2026,3,25,22.45052,114.173839,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,3,20,22.45905,113.994116,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalaropus lobatus,Phalaropus,Scolopacidae,Charadriiformes,2026,3,29,22.564523,114.562611,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,3,12,22.469627,114.009177,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,3,20,22.469406,114.010399,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Limosa limosa,Limosa,Scolopacidae,Charadriiformes,2026,3,23,22.488728,114.034156,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,3,22,22.487925,114.038296,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Psittacula eupatria,Psittacula,Psittacidae,Psittaciformes,2026,3,21,22.505702,114.111573,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,3,27,22.508663,114.113075,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.488359,114.037019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,3,20,22.509827,114.115637,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,3,23,22.488126,114.007256,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,3,27,22.679453,114.201745,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,3,28,22.460641,114.0042,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,3,28,22.469715,114.00866,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea leucorodia,Platalea,Threskiornithidae,Pelecaniformes,2026,3,13,22.492888,114.043889,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,3,22,22.494479,114.046652,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,3,19,22.520866,113.996161,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,3,22,22.513401,114.191976,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis squatarola,Pluvialis,Charadriidae,Charadriiformes,2026,3,23,22.488695,114.034003,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,3,21,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.492822,114.036243,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,3,22,22.488294,114.037298,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Glaucidium cuculoides,Glaucidium,Strigidae,Strigiformes,2026,3,15,22.459388,114.033778,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,3,28,22.462243,114.038394,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2026,3,13,22.48697,114.039606,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Rostratula benghalensis,Rostratula,Rostratulidae,Charadriiformes,2026,3,29,22.509294,114.116439,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,3,24,22.52121,114.025021,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,3,13,22.48942,114.042436,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2026,3,21,22.462678,114.180572,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea purpurea,Ardea,Ardeidae,Pelecaniformes,2026,3,23,22.492863,114.044283,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
