species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Anthus cervinus,2025,10,27,22.508795273,114.1129769012,塱原濕地,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Ardeola bacchus,2025,10,11,22.471323408,114.0083707497,"Pavilion, Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Lonchura striata,2025,10,11,22.4896910443,114.0370257944,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/92430486/medium.jpeg
Halcyon pileata,0,10,0,22.4953489037,114.029765868,"Mai Po, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/59859225/medium.jpg
Actitis hypoleucos,0,10,0,22.4953353516,114.0297618446,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Amaurornis phoenicurus,0,10,0,22.4953570352,114.0297893373,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Tringa nebularia,0,10,0,22.4953415469,114.0297819612,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Actitis hypoleucos,0,10,0,22.4953694258,114.0297940311,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Lonchura punctulata,0,10,0,22.5874719731,114.200376432,中国广东省深圳市罗湖区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Egretta garzetta,2025,10,10,22.5262510295,114.1343906246,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Emberiza melanocephala,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://static.inaturalist.org/photos/65056959/medium.jpg
Halcyon smyrnensis,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Motacilla tschutschensis,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Emberiza fucata,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/202658206/medium.jpg
Emberiza aureola,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Emberiza aureola,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Himantopus himantopus,0,10,0,22.5087952,114.1129771,塱原,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Platalea leucorodia,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/8809/medium.jpg
Elanus caeruleus,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/183749378/medium.jpeg
Eudynamys scolopaceus,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/360494940/medium.jpeg
Ceryle rudis,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442581673/medium.jpeg
Ceryle rudis,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442581673/medium.jpeg
Botaurus sinensis,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/32277964/medium.jpg
Streptopelia decaocto,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Acridotheres grandis,0,10,0,22.498766,114.0458275,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/254944127/medium.jpg
Emberiza fucata,0,10,0,22.505215,114.1103876,"Long Valley Nature Park, Yin Kong Tsuen, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/202658206/medium.jpg
Copsychus saularis,0,10,0,22.5241183333,113.9900983333,中国广东省深圳市南山区,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Copsychus saularis,0,10,0,22.5241183333,113.9900983333,中国广东省深圳市南山区,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Tringa totanus,0,10,0,22.5241194444,113.9900972222,中国广东省深圳市南山区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52766331/medium.jpg
Ardea cinerea,0,10,0,22.5241183333,113.9900983333,中国广东省深圳市南山区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Himantopus himantopus,0,10,0,22.5241194444,113.9900972222,中国广东省深圳市南山区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Chloropsis hardwickii,0,10,0,22.6428378833,114.3904459167,中國廣東省深圳市坪山新區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/108669386/medium.jpg
Myophonus caeruleus,0,10,0,22.6372604042,114.4000302503,中國廣東省深圳市龍崗區,research,iNaturalist,https://static.inaturalist.org/photos/62107533/medium.jpg
Elanus caeruleus,0,10,0,22.4951,114.048077,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/183749378/medium.jpeg
Phalacrocorax carbo,0,10,0,22.494333,114.046658,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Ceryle rudis,0,10,0,22.494955,114.047747,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442581673/medium.jpeg
Milvus migrans,0,10,0,22.497447,114.056685,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Streptopelia tranquebarica,0,10,0,22.498122,114.056253,"San Tin, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/192856852/medium.jpg
Anthus richardi,0,10,0,22.500492,114.053393,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/211789264/medium.jpg
Lanius schach,0,10,0,22.474272,114.040228,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Milvus migrans,0,10,0,22.478465,114.034352,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Corvus macrorhynchos,0,10,0,22.47831,114.034473,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/102902467/medium.jpeg
Ardea cinerea,0,10,0,22.47831,114.034473,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Phalacrocorax carbo,0,10,0,22.477557,114.034148,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Saxicola stejnegeri,0,10,0,22.474097,114.036415,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Halcyon smyrnensis,0,10,0,22.474132,114.037027,Hong Kong,research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Cyanopica cyanus,0,10,0,22.473053,114.046005,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442589325/medium.jpeg
Pycnonotus jocosus,0,10,0,22.473053,114.046005,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Copsychus saularis,0,10,0,22.473053,114.046005,Hong Kong,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Pycnonotus sinensis,0,10,0,22.473138,114.04632,"Fairview Park, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Zosterops simplex,0,10,0,22.507548,114.064012,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20010236/medium.jpg
Fulica atra,0,10,0,22.506288,114.063623,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/123574818/medium.jpg
Dicrurus macrocercus,0,10,0,22.505415,114.06338,"Mai Po, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/251320608/medium.jpg
Calidris temminckii,0,10,0,22.505415,114.06338,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/199039788/medium.jpg
Calidris temminckii,0,10,0,22.505685,114.06419,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/199039788/medium.jpg
Tringa glareola,0,10,0,22.505685,114.06419,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Motacilla tschutschensis,0,10,0,22.50482,114.066967,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Milvus migrans,0,10,0,22.504613,114.06734,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Anthus cervinus,0,10,0,22.504337,114.06787,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Motacilla tschutschensis,0,10,0,22.504155,114.068185,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Riparia riparia,0,10,0,22.50459,114.067303,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165349740/medium.jpg
Actitis hypoleucos,0,10,0,22.50459,114.067303,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Himantopus himantopus,0,10,0,22.50459,114.067303,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Hirundo rustica,0,10,0,22.50459,114.067303,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Riparia riparia,0,10,0,22.50459,114.067303,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165349740/medium.jpg
Centropus sinensis,0,10,0,22.501668,114.065703,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/50398236/medium.jpg
Thinornis dubius,0,10,0,22.50058,114.065763,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Spodiopsar cineraceus,0,10,0,22.50058,114.065763,"San Tin, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/303411015/medium.jpg
Pycnonotus sinensis,0,10,0,22.503715,114.09926,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Tachybaptus ruficollis,0,10,0,22.50987,114.113543,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Anas crecca,0,10,0,22.50987,114.113543,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Halcyon smyrnensis,0,10,0,22.509407,114.113842,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Ardea cinerea,0,10,0,22.509353,114.116133,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Tringa nebularia,0,10,0,22.509157,114.115173,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Tringa glareola,0,10,0,22.509157,114.115173,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Passer cinnamomeus,0,10,0,22.508048,114.11292,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/185042189/medium.jpeg
Acrocephalus bistrigiceps,0,10,0,22.50776,114.113022,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/2742851/medium.jpg
Saxicola stejnegeri,0,10,0,22.5076,114.112927,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Vanellus cinereus,0,10,0,22.507438,114.112837,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/325224665/medium.jpg
Tringa glareola,0,10,0,22.507375,114.111942,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Gallinula chloropus,0,10,0,22.506207,114.111765,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Thinornis dubius,0,10,0,22.506207,114.111765,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Gallinago gallinago,0,10,0,22.50647,114.112472,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Tringa nebularia,0,10,0,22.506785,114.11268,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Motacilla alba,0,10,0,22.506785,114.11268,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Ardeola bacchus,0,10,0,22.506785,114.11268,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Psittacula eupatria,0,10,0,22.506785,114.11268,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61055458/medium.jpeg
Tringa nebularia,0,10,0,22.506902,114.112532,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Cecropis daurica,0,10,0,22.506902,114.112532,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194352839/medium.jpg
Lonchura striata,0,10,0,22.507843,114.112235,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/92430486/medium.jpeg
Emberiza aureola,0,10,0,22.508025,114.112213,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Lonchura punctulata,0,10,0,22.508025,114.112213,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Gracupica nigricollis,0,10,0,22.508297,114.112478,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Acridotheres cristatellus,0,10,0,22.508025,114.112213,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Emberiza aureola,0,10,0,22.508297,114.112478,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Pterorhinus perspicillatus,0,10,0,22.509777,114.113305,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Emberiza aureola,0,10,0,22.508565,114.113108,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Saxicola stejnegeri,0,10,0,22.509168,114.113948,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Lonchura punctulata,0,10,0,22.509217,114.11376,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Streptopelia tranquebarica,0,10,0,22.509327,114.113602,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/192856852/medium.jpg
Saxicola stejnegeri,0,10,0,22.509327,114.113602,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Nettapus coromandelianus,0,10,0,22.509868,114.113473,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/485419488/medium.jpg
Spatula querquedula,0,10,0,22.509868,114.113473,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/188324274/medium.jpg
Spatula clypeata,0,10,0,22.509965,114.112737,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/336986640/medium.jpg
Anas crecca,0,10,0,22.509965,114.112737,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Ardeola bacchus,0,10,0,22.509965,114.112737,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Gracupica nigricollis,0,10,0,22.509965,114.112542,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Alcedo atthis,0,10,0,22.509965,114.112542,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Himantopus himantopus,0,10,0,22.510745,114.111035,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Ardea intermedia,0,10,0,22.510365,114.111895,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Corvus torquatus,0,10,0,22.463888363,114.0423209462,"Yuen Long, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/172979004/medium.jpg
Halcyon smyrnensis,0,10,0,22.465554029,114.0393168721,"Yuen Long, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Urocissa erythroryncha,0,10,0,22.4646022223,114.041290978,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Himantopus himantopus,0,10,0,22.4680782317,114.0347034791,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Recurvirostra avosetta,0,10,0,22.4655170983,114.0401108131,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Tringa totanus,0,10,0,22.4655411099,114.0399311899,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52766331/medium.jpg
Pycnonotus jocosus,0,10,0,22.549325,114.0035083333,"Futian District, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Monticola gularis,0,10,0,22.54285,114.05956,中国广东省深圳市,research,iNaturalist,https://static.inaturalist.org/photos/58275167/medium.jpg
Ardea alba,2025,10,4,22.472158,114.22963,香港船灣龍尾村,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Egretta garzetta,2025,10,4,22.4720869722,114.2289889722,香港船灣汀角路; 龍尾村,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Gracupica nigricollis,2025,10,4,22.4716353953,114.2278854176,香港汀角龍尾村,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Accipiter nisus,0,10,0,22.5094619716,114.1131972886,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/60499639/medium.jpg
Copsychus saularis,2025,10,29,22.5371756,114.0716850997,"China, Shen Zhen Shi, Fu Tian Qu, 福华新村 邮政编码: 518038",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Egretta garzetta,2025,10,29,22.5376557997,114.0713872997,"Guan Yang Xian Gong Xiao He Zuo She Lian He She, Huaqiangbei, Fu Tian Qu, Shen Zhen Shi, Guang Dong Sheng, China, 518038",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Chalcophaps indica,0,10,0,22.547693148,113.9187687725,中国广东省深圳市南山区中山公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/90707654/medium.jpg
Dicrurus leucophaeus,0,10,0,22.547693148,113.9187687725,中国广东省深圳市南山区中山公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/342616884/medium.jpg
Riparia riparia,0,10,0,22.47097,114.042705,"Tai Sang Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165349740/medium.jpg
Rostratula benghalensis,0,10,0,22.7746974533,113.9628400665,中国广东省深圳市光明区光明小镇欢乐田园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/7698682/medium.jpg
Pluvialis fulva,0,10,0,22.512756094,113.9512245712,中国广东省深圳市南山区深圳人才公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262432635/medium.jpg
Anarhynchus atrifrons,0,10,0,22.512756094,113.9512245712,中国广东省深圳市南山区深圳人才公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/500551435/medium.jpeg
Ardea cinerea,0,10,0,22.4932310795,114.0434628965,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Copsychus saularis,0,10,0,22.4934267219,114.0444307546,香港米埔,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Botaurus cinnamomeus,0,10,0,22.4947057786,114.0467983469,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194347416/medium.jpg
Ardea alba,0,10,0,22.4945256326,114.0468864523,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Tachybaptus ruficollis,0,10,0,22.4945953092,114.0469956817,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Phalacrocorax carbo,0,10,0,22.4891015774,114.0424181894,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Ardeola bacchus,0,10,0,22.4884138451,114.0420908758,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Egretta garzetta,0,10,0,22.4923932184,114.044483767,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Mareca penelope,0,10,0,22.4928067347,114.0439053157,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/111649507/medium.jpeg
Egretta garzetta,0,10,0,22.4936406201,114.0455664739,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ardeola bacchus,0,10,0,22.4928544536,114.043967476,香港米埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Ninox japonica,2025,10,28,22.5955965582,113.8596788216,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/391425269/medium.jpg
Copsychus saularis,2025,10,7,22.70973,114.337225,广东省深圳市坪山区万科金域缇香1期,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Tringa glareola,0,10,0,22.5051746729,114.1103635088,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Gallinula chloropus,0,10,0,22.5051139632,114.1105941788,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Ardea alba,0,10,0,22.505178235,114.1104176581,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Egretta garzetta,0,10,0,22.5051590309,114.1103807777,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Botaurus sinensis,0,10,0,22.5050952238,114.1105222643,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/32277964/medium.jpg
Emberiza aureola,0,10,0,22.5050977018,114.1105537802,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/57723251/medium.jpg
Gallinago gallinago,0,10,0,22.5051206228,114.1105531097,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Thinornis dubius,0,10,0,22.5050983213,114.1105839551,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Spatula querquedula,0,10,0,22.5050108187,114.1110649657,"Long Valley, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/188324274/medium.jpg
Anas crecca,0,10,0,22.5050438064,114.1110172126,"Long Valley, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Corvus torquatus,0,10,0,22.5061777479,114.1087559773,"Kwu Tung, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/172979004/medium.jpg
Ardea alba,0,10,0,22.5061777479,114.1087559773,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Ardeola bacchus,0,10,0,22.5061271657,114.1108024657,Long Valley Nature Reserve,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Gallinula chloropus,0,10,0,22.5060704818,114.1103330792,Long Valley Nature Reserve,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Saxicola stejnegeri,0,10,0,22.5058728643,114.1101771758,Long Valley Nature Reserve,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Tringa glareola,0,10,0,22.5054503616,114.1103320733,Long Valley Nature Park,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Lanius schach,2025,10,28,22.5165193643,114.1610977449,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Emberiza fucata,2025,10,31,22.7827518451,113.9623274106,"华侨城光明欢乐田园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/202658206/medium.jpg
Falco tinnunculus,2025,10,24,22.5953434057,113.8591843657,"铁仔山公园, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/598044895/medium.jpg
